NOM;ADRESSE;NUMERO;CODE POSTAL;LOCALITE;CATEGORIE;TYPE;TELEPHONE
Aldi;Chaussée de Bruxelles;389;6042.0;Lodelinsart;Grande surface;;
Auto Charleroi Pièces;Chaussée de Bruxelles;257;6042.0;Lodelinsart;Voiture;;071/32 80 04
Auto Daulphine;Chaussée de Bruxelles;44;6042.0;Lodelinsart;Voiture;;071/70 07 95
Barber King;Rue Try-Colau;2;6042.0;Lodelinsart;Coiffeur;;
Boulangerie;Chaussée de Châtelet;28;6042.0;Lodelinsart;Boulangerie;;071/30 56 87
Centre funéraire Charles-Renard;Place Try-Colau;2/6;6042.0;Lodelinsart;Funérarium;;071/31 36 62
Ets Yves Marche;Chaussée de Châtelet;409;6042.0;Lodelinsart;Maison & Décoration;;071/42 21 98
GL Assurances;Chaussée de Bruxelles;69;6042.0;Lodelinsart;Banque & Assurance;;071/19 26 13
Hainaut Caravaning;Chaussée de Bruxelles;296;6042.0;Lodelinsart;Voiture;;071/32 43 18
ID Jardins SPRL;Rue Cornelis Debruyn;141;6042.0;Lodelinsart;Maison & Décoration;;071/32 12 01
Ideal Wash;Chaussée de Bruxelles;361;6042.0;Lodelinsart;Voiture;;0497/54 86 12
ING;Chaussée de Bruxelles;204;6042.0;Lodelinsart;Banque & Assurance;;071/23 95 20
Les Métiers du Bois;Chaussée de Bruxelles;233;6042.0;Lodelinsart;Maison & Décoration;;071/32 09 09
Lukoil;Chaussée de Châtelet;183;6042.0;Lodelinsart;Voiture;;071/32 49 08
Magic Express;Rue du Try-Colau;30;6042.0;Lodelinsart;Alimentation générale;;071/33 45 98
MD Coiffure;Chaussée de Bruxelles;70;6042.0;Lodelinsart;Coiffeur;;0493/36 85 92
Patricia Mascaux;Rue Balizeau;38;6042.0;Lodelinsart;Coiffeur;;071/33 32 18
Pharmacie Appart-Devaux;Chaussée de Bruxelles;494;6042.0;Lodelinsart;Pharmacie;;071/32 03 90
Pharmacie Grégoire;Chaussée de Bruxelles;85;6042.0;Lodelinsart;Pharmacie;;071/31 28 29
Mediconfort;Chaussée de Bruxelles;317;6042.0;Lodelinsart;Bien-être;Matériel médical;071/32 35 10
Station-service Power;Chaussée de Châtelet;90;6042.0;Lodelinsart;Voiture;;
Super Grande Boucherie;Chaussée de Bruxelles;364;6042.0;Lodelinsart;Boucherie;;071/32 47 93
Mister Chassis;Place du Perron;44;6030.0;Marchienne-au-Pont;Construction;;071 47 06 57
Snack Aksaray Kötte;Route de Mons;22;6030.0;Marchienne-au-Pont;Snack;;
Dayim (Ets Lycamobile);Route de Mons;25;6030.0;Marchienne-au-Pont;Alimentation générale;;+32 (0)46 600 1976
Reyhan Supermarché;Route de Mons;51;6030.0;Marchienne-au-Pont;Grande surface;;071 30 37 10
Solderie Vanessa;Route de Mons;59;6030.0;Marchienne-au-Pont;Solderie;;071 31 01 41
Le Cleb'Art;Rue  Pierre Bauwens;39;6030.0;Marchienne-au-Pont;Toilettage;;071 31 22 26
Optique Médicale;Rue  Pierre Bauwens;6;6030.0;Marchienne-au-Pont;Opticien;;071 32 66 61
Coiffure Géraldine;Rue de Beaumont;117;6030.0;Marchienne-au-Pont;Coiffeur;;0488 66 88 03
Zeeman;Rue de Beaumont;119;6030.0;Marchienne-au-Pont;Mode;;071 47 92 30
Café Chez Raymond et Yolé;Rue de Beaumont;217;6030.0;Marchienne-au-Pont;Café;;
Kärcher - Genard;Rue de Beaumont;239;6030.0;Marchienne-au-Pont;Outillage;;071 51 17 67
New Sanical;Rue de Beaumont;347;6030.0;Marchienne-au-Pont;Construction;;071 51 88 50
Boulangerie Istasse;Rue de Beaumont;415;6030.0;Marchienne-au-Pont;Boulangerie;;071 51 58 59
Ets Technimetal;Rue de Châtelet;157-159;6030.0;Marchienne-au-Pont;Construction;;071 47 35 50
Le Bois d'Olivier;Rue de la Providence;92;6030.0;Marchienne-au-Pont;Construction;;071 32 82 44
Coiffure Franco;Rue des Bateliers;23A;6030.0;Marchienne-au-Pont;Coiffeur;;071 32 65 59
Ets Lixon;Rue des Chantiers;60;6030.0;Marchienne-au-Pont;Construction;;071 31 01 25
Café Sofia;Rue Fesler;76;6030.0;Marchienne-au-Pont;Café;;
Supermarché Sabir;Rue Léon Dubois;295;6030.0;Marchienne-au-Pont;Grande surface;;071 30 52 82
Café Le Danube;Rue Léon Dubois;305;6030.0;Marchienne-au-Pont;Café;;
Funérailles Liégeois;Rue Masses Diarbois;110;6043.0;Ransart;Funérarium;;071/35.38.09
Librairie Masses Diarbois;Rue Masses Diarbois;93-95;6043.0;Ransart;Librairie;;071/95.28.22
Sun7 Presse;Place Louis Delhaize;14/A;6043.0;Ransart;Librairie;;071/34.07.05
Les Artisans;Rue de la Station;44;6043.0;Ransart;Construction;Toiture;071/35.74.99
PL Coiffure;rue Paul Pastur;170;6043.0;Ransart;Coiffeur;;071/95 68 30
Librairie du Bois;Rue Paul Pastur;174;6043.0;Ransart;Librairie;;071 35 88 31
Altesse Boulangerie Pâtisserie;Rue Charbonnel;129;6043.0;Ransart;Boulangerie;;071 34 02 78
De Witte SPRL;Rue du Vigneron;2;6043.0;Ransart;Construction;Electricité;071 34 47 28
BLS Pavage & Jardins;Rue de Soleilmont;62;6043.0;Ransart;Construction;Pavage;071 34 00 75
LPG Technic Scris;Rue Georges Lemoine;123;6043.0;Ransart;Voiture;Installateur LPG;071 37 41 43
Librairie des Raspes;Rue de la Station;102;6043.0;Ransart;Librairie;;071 35 25 57
De Mol - Regnier Pharma SPRL;Rue de la Station;73;6043.0;Ransart;Pharmacie;;071 35 21 30
Ô Couleurs du Monde;Rue René Delhaize;63;6043.0;Ransart;Voyages;;071 33 11 05
FUN GYM CENTER;Chaussée de Bruxelles;21;6020.0;Dampremy;Sport;;071 32 05 54
TABAC SHOP;Chaussée de Bruxelles;212;6020.0;Dampremy;Alimentation générale;;
OCCASIONS COLSON;Chaussée de Bruxelles;25;6020.0;Dampremy;Voiture;;071 20 54 69
ONE CARS;Chaussée de Bruxelles;82;6020.0;Dampremy;Voiture;;0473 56 75 25
Singh Shop;Rue de Mons;37;6020.0;Dampremy;Alimentation générale;;
CARRELAGE BRUNO;Rue de Mons;77;6020.0;Dampremy;Maison & Décoration;;071/32 93 60
CARROSSERIE VANDEVILLE;Rue du Warchat;10;6020.0;Dampremy;Voiture;;071 33 17 08
CHEZ OMER;Rue Jean Jaurès;120;6020.0;Dampremy;Alimentation générale;;071 30 67 71
LE DIEKIRCH;Rue Jean Jaurès;274;6020.0;Dampremy;Café;;071 31 32 24
JUPHARMA;Rue Joseph Wauters;170;6020.0;Dampremy;Pharmacie;;071 32 65 25
KLEIN LORENZINO;Rue Joseph Wauters;319;6020.0;Dampremy;Boulangerie;;071 32 33 38
AJEC SPRL;Place Joseph Wauters;14;6044.0;Roux;Construction;Chauffage;0484 59 15 66
DENYS L&L;Rue de la Lorraine;3;6044.0;Roux;Funérarium;Monuments funéraires;071 37 07 17
AUTO ECONOMIC CENTER;Rue de Marchienne;9;6044.0;Roux;Voiture;;071 45 63 28
AU BAS NATIONAL;Rue des Alliés;10;6044.0;Roux;Mode;;071 45 00 18
CHEZ HERVE;Rue Edmond Foulon;11;6044.0;Roux;Solderie;;071 45 17 10
ITALY MEUBLE;Rue de Courcelles;47;6044.0;Roux;Maison & Décoration;Meubles;+32 (0)71455522
AM COIFFURE;Rue Maréchal Foch;42;6044.0;Roux;Coiffeur;;071 45 88 23
MAISON DU PEUPLE L'ESPOIR;Rue de Leernes;130;6030.0;Goutroux;Café;;0487 54 51 34
SNACK DU TRIEU;Rue des Grands Trieux;121;6031.0;Monceau-sur-Sambre;Snack;;
Supermarché de Monceau;Rue Albert Camus;14;6031.0;Monceau-sur-Sambre;Alimentation générale;;
BEOBANK;Rue de Mons;20;6031.0;Monceau-sur-Sambre;Banque & Assurance;;071/314.561
STYLE MEUBLES LITERIE;Rue de Mons;32-34;6031.0;Monceau-sur-Sambre;Maison & Décoration;Meubles;071 19 92 55
DENIS TOYS ET BD;Rue des Combattants;13;6031.0;Monceau-sur-Sambre;Loisirs;Jouets;0485/215575
Turkish Grill « Chez Mesut »;Rue des Combattants;27;6031.0;Monceau-sur-Sambre;Snack;;
HECQ ASSURANCE;Rue des Combattants;37;6031.0;Monceau-sur-Sambre;Banque & Assurance;;071 515 560
AXA;Rue de Bomerée;112;6032.0;Mont-sur-Marchienne;Banque & Assurance;;071 36 71 36
BASIC FIT;Avenue Paul Pastur;404;6032.0;Mont-sur-Marchienne;Sport;Salle de fitness;02 588 77 10
BELLE A CROQUER;Avenue Paul Pastur;147;6032.0;Mont-sur-Marchienne;Bien-être;;
BNP;Avenue Paul Pastur;68A;6032.0;Mont-sur-Marchienne;Banque & Assurance;;071 60 64 90
BULLE DE BEAUTE;Rue Pasteur;26;6032.0;Mont-sur-Marchienne;Bien-être;;0474/817400
CAFE DES SPORTS;Place Roger Desaise;4;6032.0;Mont-sur-Marchienne;Café;;071 96 59 85
COIFFURE SANTO;Avenue Paul Pastur;66;6032.0;Mont-sur-Marchienne;Coiffeur;;071 47 44 70
COURTIER EN ASSURANCE;Rue de la Mardouille;17;6032.0;Mont-sur-Marchienne;Banque & Assurance;;
ESPRIT FLEUR;Avenue Paul Pastur;108;6032.0;Mont-sur-Marchienne;Fleuriste;;0494 42 79 94
EUROWASH;Avenue Paul Pastur;179;6032.0;Mont-sur-Marchienne;Lavoir;;
EXPERIT;Avenue Paul Pastur;237;6032.0;Mont-sur-Marchienne;Imprimeur;Infographie;+32 (0) 71 140 100
Floral'M;Chaussée de Thuin;263;6032.0;Mont-sur-Marchienne;Fleuriste;;071 43 12 63
GARAGE ELIO PAOLINI;Rue du Cimetière;2/A;6032.0;Mont-sur-Marchienne;Voiture;;071 43 67 95
GARAGE MEURANT;Rue Jules Ruhl;61;6032.0;Mont-sur-Marchienne;Voiture;;071 36 70 20
GARNISSEUR GOUTIERE;Avenue Paul Pastur;126;6032.0;Mont-sur-Marchienne;Maison & Décoration;Garnisseur;+32 (0) 71 / 32.17.83
HB ASSURANCE;Avenue Paul Pastur;219;6032.0;Mont-sur-Marchienne;Banque & Assurance;;071 47 00 62
IANNONE IMMOBILIERE;Rue des Goutteaux;124B;6032.0;Mont-sur-Marchienne;Immobilier;;+32 (71) 59.19.03
KIRARO;Avenue Paul Pastur;98;6032.0;Mont-sur-Marchienne;Mode;Chaussures;0476 82 33 34
Traiteur Seret / Salle « La Roseraie »;Rue de Bomerée;72;6032.0;Mont-sur-Marchienne;Traiteur;Location de salle;071 42 22 06
LADBROKES;Avenue Paul Pastur;26;6032.0;Mont-sur-Marchienne;Paris sportifs;;071 47 27 56
LE CENTRAL;Rue de l'Eglise;4;6032.0;Mont-sur-Marchienne;Café;;071 36 09 43
LE MENU PLAISIR;Rue de Bomerée;50;6032.0;Mont-sur-Marchienne;Traiteur;;065 / 66 00 96
LE PETIT EN K;Avenue Paul Pastur;148;6032.0;Mont-sur-Marchienne;Snack;Sandwicherie;071 56 09 00
LIBRAIRIE DES GOUTTEAUX;Rue des Goutteaux;3;6032.0;Mont-sur-Marchienne;Librairie;;071 36 97 05
LIBRAIRIE HUWART;Avenue Paul Pastur;22-24;6032.0;Mont-sur-Marchienne;Librairie;;071 43 05 50
LOREDANA TRAVEL;Avenue Paul Pastur;233;6032.0;Mont-sur-Marchienne;Voyages;;071 43 49 80
MAISON CRISPIN;Avenue Paul Pastur;348;6032.0;Mont-sur-Marchienne;Funérarium;;0475/83.15.72
MAISON DU PEUPLE;Rue de l'Eglise;25;6032.0;Mont-sur-Marchienne;Café;;0495 19 89 07
MINI STORE;Avenue Paul Pastur;50;6032.0;Mont-sur-Marchienne;Alimentation générale;;
PHARMACIE VERDINNE;Chaussée de Thuin;150;6032.0;Mont-sur-Marchienne;Pharmacie;;071 36 05 91
PURE SPA;Rue de Bomerée;4;6032.0;Mont-sur-Marchienne;Bien-être;;071/47.47.00
SANDWICHERIE MIMO;Rue de l'Eglise;2;6032.0;Mont-sur-Marchienne;Snack;Sandwicherie;071 35 77 61
SEC A NEUF;Avenue Paul Pastur;218;6032.0;Mont-sur-Marchienne;Mode;Nettoyage à sec;071 17 75 09
SPORT NUTRITION;Rue de Bomerée;7;6032.0;Mont-sur-Marchienne;Sport;;
VG SEC;Avenue Paul Pastur;38;6032.0;Mont-sur-Marchienne;Mode;Nettoyage à sec;071 36 89 47
VOGUE CREATION;Rue du Gadin;2;6032.0;Mont-sur-Marchienne;Coiffeur;;071 47 29 09
Action;Avenue des Etats-Unis;36 B;6041.0;Gosselies;Solderie;;+33 1 55 56 41 52
Allart T.;Place Albert 1er;12;6041.0;Gosselies;Pharmacie;;071 35 08 60
Au Bon Vieux Temps;Chausée de Fleurus;64;6041.0;Gosselies;Café;;0484 08 81 36
Baby Kid;Rue Tahon;33;6041.0;Gosselies;Mode;Puériculture;071/343442
Boucherie Yvan;Rue de Namur;31;6041.0;Gosselies;Boucherie;;071 35 33 44
Boulangerie Saint Roch;Rue Saint Roch;25;6041.0;Gosselies;Boulangerie;;071 35 31 06
BT Tours;Rue Modeste Cornil;51-53;6041.0;Gosselies;Voyages;;071 34 25 55
Car Wash Laurent;Chaussée de Courcelles;348;6041.0;Gosselies;Car-wash;;
Carglass;Rue de la Pépinière;24;6041.0;Gosselies;Voiture;;0800 90 635
Cassis Paprika;Rue de Namur;138;6041.0;Gosselies;Mode;;071 37 04 87
Centr' Auto Charleroi;Avenue du Millénaire;2;6041.0;Gosselies;Voiture;;071/25 60 80
Coiffure Huguette;Chaussée de Nivelles;9A;6041.0;Gosselies;Coiffeur;;071 35 47 84
Comptoir Européen du Pneu;Route Nationale 5;5;6041.0;Gosselies;Voiture;Pneus;071 37 07 97
Confort déménagement;Rue Adrienne Bolland;15;6041.0;Gosselies;Autres;Déménagements;071/305624
Cuir Center;Avenue Chêne St Jean;26;6041.0;Gosselies;Maison & Décoration;;071 37 01 45
Cuisine attitude;Faubourg de Bruxelles;298;6041.0;Gosselies;Maison & Décoration;Cuisines;0486 76 79 37
Douce Alchimie;Rue Pont-à-Migneloux;29;6041.0;Gosselies;Bien-être;;0493/119.328
Dream Land;Rue Tahon;35;6041.0;Gosselies;Grande surface;Jouets;071/371816
Electro Part;Chaussée de Courcelles;279;6041.0;Gosselies;Electronique;Electro-ménager;071/37 59 99
Ertek;Rue du Cerisier;20 d;6041.0;Gosselies;Grossiste;Horeca;071/34 35 53
Filles à Suivre;Rue de Namur;3 / 012;6041.0;Gosselies;Mode;;0486 25 81 13
Fleurs Marie Thérèse;Faubourg de Bruxelles;6-10;6041.0;Gosselies;Fleuriste;;071 35 27 61
Garage Trikilis;Rue Tahon;57 C;6041.0;Gosselies;Voiture;;0490/451828
General pièces auto;Rue Tahon;57;6041.0;Gosselies;Voiture;;071/372937
Hand car wash Ali Faiz;Rue de la Madeleine;6;6041.0;Gosselies;Car-wash;;
Inside;Route Nationale 5;191;6041.0;Gosselies;Maison & Décoration;Meubles;071 31 28 16
Intermarché;Chaussée de Courcelles;95;6041.0;Gosselies;Grande surface;;071/ 34 00 64
Kimberley;Place Albert 1er;16;6041.0;Gosselies;Bijouterie;;071 34 53 56
Kwaf actuel;Rue Vandervelde;70;6041.0;Gosselies;Coiffeur;;071 35 88 36
La Trinacria;Rue du Calvaire;18;6041.0;Gosselies;Snack;Sandwicherie;071 578 533
La Vendée;Chaussée de Nivelles;19;6041.0;Gosselies;Café;;071 35 64 32
Le Pain d'Antan;Rue Robesse;28 A;6041.0;Gosselies;Boulangerie;;071/52 00 12
Le Petit Versailles;Rue Pont-à-Migneloux;18;6041.0;Gosselies;Autres;Location de salle;071/85 19 60
L'Orangerie;Rue des Fabriques;35 a;6041.0;Gosselies;Autres;Location de salle;
Lukoil;Place des Combattants;19;6041.0;Gosselies;Station essence;;071/35 47 72
Magic Center;Rue des Emailleries;30;6041.0;Gosselies;Car-wash;;071/341868
Maniet Luxus;Avenue du Grand Vivier;22;6041.0;Gosselies;Mode;Chaussures;071/34 30 64
Maxi Toys;rue de la Renaissance;15;6041.0;Gosselies;Loisirs;Jouets;071 37 12 12
Messaline;Avenue du Chêne Saint Jean;4;6041.0;Gosselies;Coiffeur;Commerciale de coiffure;071/35 89 85
Michel;Place Albert 1er;3;6041.0;Gosselies;Industrie;Fixations;071 35 07 53
Mike Sport;Rue Astrid;1;6041.0;Gosselies;Sport;;071 35 11 05
Night & Day;Rue de Courcelles;167;6041.0;Gosselies;Alimentation générale;;
Nineteen;Rue des Bancroix;19;6041.0;Gosselies;Mode;;071/37 33 14
Oli & Son Tattoo;Rue Vandervelde;81;6041.0;Gosselies;Tattoo;;071 35 44 97
Palais de la bière;Place Albert 1er;1;6041.0;Gosselies;Café;;0486 45 69 61
Pharmacie Lamblin;Rue Modeste Cornil;33;6041.0;Gosselies;Pharmacie;;
Planet Pneus;Avenue du Grand Vivier;16;6041.0;Gosselies;Voiture;Pneus;071/37 23 33
Planet Sun;Rue de la pépinière;6;6041.0;Gosselies;Bien-être;;071 88 72 88
Rev Intérieur;Rue de Namur;138;6041.0;Gosselies;Maison & Décoration;;071 35 28 59
Shell Express;Rue Tahon;10;6041.0;Gosselies;Station essence;;02/5089298
Tabac Shop;Place des Combattants;6;6041.0;Gosselies;Alimentation générale;;71376525
Tibermont;Place de la station;7;6041.0;Gosselies;Voiture;Motos;071 37 15 52
Tom & Co;Avenue Chêne St Jean;4;6041.0;Gosselies;Animaux;;071 35 15 20
Total;Rue Robesse;30;6041.0;Gosselies;Station essence;;071/85 29 33
Une Autre Histoire;Faubourg de Bruxelles;178;6041.0;Gosselies;Maison & Décoration;Meubles;0473 97 80 91
VDD Industries;Rue Camille Auquit;6;6041.0;Gosselies;Industrie;Métal;071 47 41 44
Well;Rue Tahon;47;6041.0;Gosselies;Maison & Décoration;Tissus;071/343842
CARPETRENT;ROUTE DE CHATELET;88;6010.0;Couillet;Maison & Décoration;Location tapis;071/36.17.85
BARBER SHOP;ROUTE DE CHATELET;267;6010.0;Couillet;Coiffeur;;
UNIVERSAL GSM;ROUTE DE PHILIPPEVILLE;197;6010.0;Couillet;Téléphonie;;0496/499400
SUD  CHASSIS PRO;ROUTE DE PHILIPPEVILLE;277;6010.0;Couillet;Construction;Châssis;0479/182206
P&V ASSURANCES;ROUTE DE PHILIPPEVILLE;405;6010.0;Couillet;Banque & Assurance;;071 66 87 10
Publi cadeaux;Route de Philippeville;88;6010.0;Couillet;Autres;Cadeaux;071/432361
Win Chassis;Route de Philippeville;206;6010.0;Couillet;Construction;Châssis;071/434430
MAXI-TOYS;ROUTE DE PHILIPPEVILLE;303;6010.0;Couillet;Loisirs;Jouets;071/473502
TAP A L'ŒIL;ROUTE DE PHILIPPEVILLE;303;6010.0;Couillet;Mode;;071/470660
DI VINCENZO;ROUTE DE PHILIPPEVILLE;303/1;6010.0;Couillet;Coiffeur;;071 36 06 55
Florence Falcinelli;Route de Philippeville;436;6010.0;Couillet;Maison & Décoration;;071/382418
Le Clos du Marmiton;Rue Jean Jaurès;11;6010.0;Couillet;Autres;Location de salle;
Pianos Jaume / Occa Music;Route de Philippeville;364;6010.0;Couillet;Loisirs;Musique;071/369936
Lloyd Pharma Viaduc;Route de Philippeville;350;6010.0;Couillet;Pharmacie;;071/363910
MOLITOR PRINT;RUE DE GILLY;67;6010.0;Couillet;Imprimeur;;071 36 56 48
CARROSSERIE VAZANO;RUE DE GILLY;200;6010.0;Couillet;Voiture;;071 36 70 04
Hi Bye;Rue de Villers;27;6010.0;Couillet;Alimentation générale;;
Veroutletsor.be;Rue Fromont;4;6010.0;Couillet;Mode;;
Vitrotech;Rue Fromont;6;6010.0;Couillet;Voiture;Vitrage;071/433419
Wibra;Route de la Basse Sambre;713A;6060.0;Gilly;Grande surface;;071 41 54 69
Alimentation générale;Chaussée de Ransart;68;6060.0;Gilly;Alimentation générale;;
Brasserie de Soleilmont;Chaussée de Ransart;96;6060.0;Gilly;Grossiste;Boissons;071/41.35.72
Good Hope Car-wash;Chaussée de Ransart;269;6060.0;Gilly;Car-wash;;
Infinity Car;Chaussée de Ransart;304;6060.0;Gilly;Voiture;;071 41 42 29
Axauto;Chaussée de Ransart;306;6060.0;Gilly;Voiture;;0486 34 93 68
Belle Eau Natur'Elle;Chaussée de Ransart;316;6060.0;Gilly;Bien-être;;0499 17 38 19
Action;Rue des Vallées;5;6060.0;Gilly;Solderie;;(+33) 1 55 56 41 52
Mr Bricolage;Rue des Vallées;7/A;6060.0;Gilly;Grande surface;Bricolage;071 48 69 09
Chez Fabienne;Rue Des Trieux;2;6060.0;Gilly;Alimentation générale;;071 41 28 54
Shoe Biz;Chaussée de Lodelinsart;19-22;6060.0;Gilly;Mode;Chaussures;071 489063
Promo Meubles;Chaussée de Lodelinsart;32;6060.0;Gilly;Maison & Décoration;Meubles;071 48 63 00
Lavoir de Gilly;Chaussée de Lodelinsart;40;6060.0;Gilly;Lavoir;;0495 55 91 83
Auto école Starter;Chaussée de Lodelinsart;106;6060.0;Gilly;Auto-école;;071 41 38 88
Elena Immo;Chaussée de Lodelinsart;115;6060.0;Gilly;Immobilier;;071 16 55 29
Actilyne;Chaussée de Lodelinsart;167;6060.0;Gilly;Bien-être;;0495 499 550
Au Lys de France;Chaussée de Lodelinsart;174;6060.0;Gilly;Fleuriste;;071 41 14 41
Nass Hair;Chaussée de Lodelinsart;210;6060.0;Gilly;Coiffeur;;
L'Atelier Beauté d'Orient;Chaussée de Lodelinsart;210;6060.0;Gilly;Bien-être;;
Wash Club;Chaussée de Lodelinsart;392;6060.0;Gilly;Lavoir;;
Lokmane;Chaussée Impériale;112;6060.0;Gilly;Boulangerie;;
Belgagrill;Chaussée de Fleurus;4;6060.0;Gilly;Snack;;
Pfaff Fromont;Chaussée de Fleurus;73-77;6060.0;Gilly;Mode;Machines à coudre;071 41 27 92
Studio C;Chaussée de Fleurus;289;6060.0;Gilly;Coiffeur;;071 48 66 86
Don Giovanni;Chaussée de Fleurus;347;6060.0;Gilly;Loisirs;Jeux de café;071 41 95 89
Floraquatic;Chaussée de Fleurus;410 A;6060.0;Gilly;Animaux;;071 41 60 66
Au Bûcheron;Chaussée de Fleurus;683;6060.0;Gilly;Maison & Décoration;Meubles;071 41 15 22
Gilly Pneus;Chaussée de Fleurus;701;6060.0;Gilly;Voiture;;
Central Parc;Chaussée de Fleurus;287A;6060.0;Gilly;Librairie;;
Teba Therm Pellet;Chaussée de Fleurus;87;6060.0;Gilly;Maison & Décoration;Chauffage;071 19 47 13
Tout Pour l'Enfant;Avenue de Philippeville;222;6001.0;Marcinelle;Mode;Puériculture;071/360668
First Line;Avenue de Philippeville;153;6001.0;Marcinelle;Mode;;071/ 43 16 00
Hookking;Avenue de Philippeville;155;6001.0;Marcinelle;Café;;0483/ 71 77 88
Eggo;Avenue de Philippeville;159;6001.0;Marcinelle;Maison & Décoration;;071/561946
Eddymo;Avenue de Philippeville;211;6001.0;Marcinelle;Maison & Décoration;Menuiserie;071/ 36 33 36
Tartines & Co;Avenue de Philippeville;255;6001.0;Marcinelle;Snack;Sandwicherie;071/474807
BI Chauffage;Avenue Eugène Mascaux;198;6001.0;Marcinelle;Construction;Chauffage;0475/257929
Ideal Meubles;Avenue Marius Meurée;36;6001.0;Marcinelle;Maison & Décoration;Meubles;071/ 36 10 66
Espace Forme;Avenue Mascaux;7A;6001.0;Marcinelle;Sport;Salle de fitness;0497/032280
Les Gourmandises de Sandrinella;Avenue Mascaux;107;6001.0;Marcinelle;Boulangerie;;0495/543028
Bijouterie Chauveheid;Avenue Mascaux;133;6001.0;Marcinelle;Bijouterie;;071/43 98 30
Masset;Avenue Mascaux;134;6001.0;Marcinelle;Maison & Décoration;Literie;071/ 36 18 50
Century 21;Avenue Mascaux;147;6001.0;Marcinelle;Immobilier;;071/ 32 13 21
Commerciale de coiffure;Avenue Mascaux;174 B;6001.0;Marcinelle;Coiffeur;Commerciale de coiffure;
Multi carrelage;Avenue Mascaux;184;6001.0;Marcinelle;Construction;Carrelages;071/ 36 20 41
Le Garda;Avenue Mascaux;267;6001.0;Marcinelle;Café;;
Richard;Avenue Mascaux;517;6001.0;Marcinelle;Boulangerie;;071/ 47 28 96
Délices de Toscane;Avenue Mascaux;446;6001.0;Marcinelle;Alimentation générale;Epicerie fine;+32(0) 71/ 47 62 77
Zeeman;Avenue Mascaux;456;6001.0;Marcinelle;Mode;;071/96 36 59
Match;Avenue Mascaux;462;6001.0;Marcinelle;Grande surface;;071/44 10 70
Friterie L'Atelier;Avenue Mascaux;695;6001.0;Marcinelle;Snack;;071/ 38 38 42
Schamp;Avenue Mascaux;588;6001.0;Marcinelle;Boulangerie;;071/43 39 44
Pharmacie Xavier Grégoire;Avenue Mascaux;725;6001.0;Marcinelle;Pharmacie;;071/36 54 08
Art & dogs;Avenue Mascaux;781;6001.0;Marcinelle;Toilettage;;0496/86 86 87
Esso;Avenue Meurée;83;6001.0;Marcinelle;Station essence;;071/51 28 48
Paulus;Avenue Meurée;56;6001.0;Marcinelle;Animaux;;071/36 13 61
L'Antre des Artistes;Avenue Paul Pastur;29;6001.0;Marcinelle;Loisirs;Art;071/51 21 00
Boulangerie Collignon;Avenue Paul Pastur;36;6001.0;Marcinelle;Boulangerie;;071/43 73 86
Le Garnisseur;Rue André Vésale;6;6001.0;Marcinelle;Autres;Garnisseur;071/36 75 93
ARA Decors;Rue de la Babotterie;8;6001.0;Marcinelle;Construction;Peintures;
Librairie du Bois Planté;Rue de la Bruyère;122;6001.0;Marcinelle;Librairie;;071/432160
Dimo Toitures;Rue de la Tombe;67;6001.0;Marcinelle;Construction;Toiture;071/57 79 68
Mini Market;Rue de Nalinnes;137;6001.0;Marcinelle;Alimentation générale;;
Le Goût et Moi;Rue des Cayats;109;6001.0;Marcinelle;Boulangerie;;071/947777
Monika Couture;Rue des Cayats;150;6001.0;Marcinelle;Mode;Couture;
Mister Costume;Rue des Closières;4;6001.0;Marcinelle;Mode;Cérémonie;0475/649373
Colruyt;Rue du Grand Pont;16;6001.0;Marcinelle;Grande surface;;071/43 13 37
Drink Libert;Rue du Temple;33;6001.0;Marcinelle;Grossiste;Boissons;071/361754
Le Magasin du Coin;Rue Emile Nonnnon;19;6001.0;Marcinelle;Alimentation générale;;071/438339
Nexans;Rue Vital Françoisse;218;6001.0;Marcinelle;Industrie;Métal;071/440411
LE CENTENAIRE;Avenue du Centenaire;216;6061.0;Montignies-sur-Sambre;Café;;0496/69.16.47
COENEN MOTOR;Avenue du Centenaire;231;6061.0;Montignies-sur-Sambre;Voiture;;071/41.14.63
Q TEAM VP LAMBRECHT VDX;Avenue du Centenaire;241;6061.0;Montignies-sur-Sambre;Voiture;Pneus;071/41.51.32
Déco Home Nisa;Avenue du Centenaire;5;6061.0;Montignies-sur-Sambre;Maison & Décoration;Déco;071/30.03.89
San'beauty;Avenue du Centenaire;6a;6061.0;Montignies-sur-Sambre;Bien-être;;071/53.53.00
Pharmacie familia;Avenue du Centenaire;54;6061.0;Montignies-sur-Sambre;Pharmacie;;071/32.82.00
Dr. Ink;Avenue du Centenaire;46;6061.0;Montignies-sur-Sambre;Tattoo;;071/57.65.32
Belfius;Chaussée de Charleroi;20;6061.0;Montignies-sur-Sambre;Banque & Assurance;;071/825670
La turquoise;Chaussée de Charleroi;55;6061.0;Montignies-sur-Sambre;Boulangerie;;0484/60.54.72
Chez Temel;Chaussée de Charleroi;233;6061.0;Montignies-sur-Sambre;Alimentation générale;;
Jet Pneus;Chaussée de Namur;15;6061.0;Montignies-sur-Sambre;Voiture;Pneus;071/966005
Librairie de la Samaritaine;Grand rue;311;6061.0;Montignies-sur-Sambre;Librairie;;071/41.48.80
Yun Market;Grand Rue;75 B;6061.0;Montignies-sur-Sambre;Alimentation générale;;
